Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Inflammatory Response,0.7432808934493514,1.8239064004374181,0.0,0.0,0.0,91/200,10.52%,NFKB1;MYC;IL6;EREG;HIF1A;CDKN1A;RELA;IL1B;TNFSF10;CXCL8;IL10;MET;CCL2;AHR;IL1A;NFKBIA;PLAUR;RAF1;SERPINE1;CD40;MMP14;IL12B;AXL;ICAM1;ROS1;NLRP3;TLR2;CCL5;CXCL10;TIMP1;F3;IL15;EDN1;SPHK1;HBEGF;IL18;TNFRSF9;CSF3;LYN;CSF1;NAMPT;LIF;IRF1;CCR7;ADM;TLR3;CXCR6;CXCL9;BTG2;CCL20;CD14;ITGB3;CXCL11;LDLR;LCK;PDPN;GPC3;PSEN1;PVR;PTGER4;VIP;KLF6;ITGA5;TNFRSF1B;EIF2AK2;HAS2;CD69;OSM;IL1R1;MXD1;RHOG;ABCA1;IL7R;SELE;HPN;IL2RB;IL4R;CD82;CYBB;IRF7;TACR1;RIPK2;CX3CL1;ABI1;CALCRL;PTGER2;ACVR1B;NOD2;C5AR1;BST2;ACVR2A
prerank,Angiogenesis,0.7888947737014099,1.8091789837042895,0.0,0.0,0.0,22/36,11.29%,VEGFA;PTK2;APP;SPP1;FGFR1;TIMP1;S100A4;JAG1;NRP1;POSTN;ITGAV;CCND2;LPL;VTN;STC1;VCAN;LUM;FSTL1;COL3A1;THBD;PDGFA;VAV2
prerank,p53 Pathway,0.734361299621437,1.786954173746002,0.0,7.693384766174957e-05,0.001,68/195,9.02%,TP53;TGFB1;BAX;CDKN1A;JUN;RB1;MDM2;CDKN2A;NOTCH1;PCNA;APP;FOS;FOXO3;FAS;IL1A;HRAS;TGFA;KLF4;TP63;BMP2;BAK1;FBXW7;HMOX1;DDIT3;PRKAB1;SDC1;EPHA2;SPHK1;S100A4;HBEGF;VDR;CDKN2B;SERPINB5;PVT1;CTSD;CEBPA;NDRG1;ATF3;SLC7A11;RAD51C;GADD45A;LIF;RXRA;HDAC3;CCND2;RACK1;CASP1;F2R;CCND3;TXNIP;BTG2;RAD9A;SOCS1;TRIB3;PPM1D;APAF1;SFN;ITGB4;IRAK1;MXD1;TRAF4;DDIT4;KRT17;BTG1;PIDD1;TOB1;CD82;DDB2
prerank,UV Response Dn,0.7415727583945835,1.780839649628804,0.0,7.143857282876746e-05,0.001,60/141,11.42%,ERBB2;NFKB1;MYC;PTEN;MAPK14;IGF1R;SNAI2;SMAD3;CDKN1B;PPARG;MET;CAV1;SERPINE1;KIT;RUNX1;IRS1;PRKCA;PIK3CD;BDNF;TGFBR2;ID1;NR3C1;F3;PDGFRB;CCN1;MGMT;SMAD7;ANXA2;NRP1;IGFBP5;ABCC1;RXRA;TJP1;MTA1;AKT3;SPOP;PRKCE;GJA1;NOTCH2;COL1A1;FYN;ITGB3;LDLR;DUSP1;DLC1;HAS2;MAGI2;BMPR1A;NFIB;TGFBR3;INPP4B;ATRX;SDC2;LAMC1;COL3A1;ACVR2A;PIK3R3;CITED2;VAV2;COL11A1
prerank,E2F Targets,0.7214825717021993,1.7647922770104263,0.0,6.667600130684963e-05,0.001,96/198,13.36%,TP53;MYC;BRCA1;CDKN1A;EZH2;BRCA2;CDKN2A;CDK4;CDK1;CDKN1B;PCNA;PLK1;DNMT1;CHEK1;AURKA;CHEK2;PRKDC;TOP2A;BARD1;AURKB;CCNE1;PTTG1;MYBL2;BIRC5;MRE11;NBN;H2AX;CDC20;RAD51C;HMGA1;RAD1;STMN1;MLH1;WEE1;RPA1;RAD50;MSH2;TFRC;BUB1B;CDC25A;CTCF;NME1;MAD2L1;HUS1;XPO1;SRSF1;MCM4;XRCC6;PPM1D;MCM2;NOLC1;RRM2;TACC3;MELK;MKI67;RAN;MCM7;KPNA2;PMS2;CDKN3;USP1;CDCA8;HMMR;RAD21;PA2G4;UBE2T;TRIP13;SMC6;MCM6;SRSF2;PLK4;CCNB2;DEK;MCM3;ATAD2;KIF2C;ILF3;PDS5B;ESPL1;CDC25B;RPA2;HNRNPD;NOP56;MCM5;DLGAP5;CDCA3;H2AZ1;SPAG5;SUV39H1;HMGB3;MTHFD2;TK1;RACGAP1;CBX5;CSE1L;POLD1
prerank,IL-2/STAT5 Signaling,0.7195335236895999,1.7509343111322728,0.0,0.00018752625367551457,0.003,97/191,15.94%,MYC;BCL2;CASP3;CD44;IGF1R;TNFSF10;BCL2L1;ABCB1;IL10;MUC1;SPP1;AHR;TNFSF11;CTLA4;CSF2;BMP2;HK2;CXCL10;NCOA3;CCNE1;IL2RA;AGER;TNFRSF9;PIM1;XBP1;NRP1;CSF1;NDRG1;IL13;GPX4;LIF;ITGAV;CCND2;PTCH1;NT5E;ETV4;CCND3;ODC1;CD86;SOCS1;CDC6;CDKN1C;ICOS;TNFRSF8;MAP3K8;TLR7;RHOB;FURIN;TGM2;KLF6;CA2;ITGAE;BMPR2;TNFRSF1B;TNFRSF4;ITGA6;PRNP;CD79B;CDCP1;IRF4;MXD1;ALCAM;SERPINC1;MAPKAPK2;IL2RB;ECM1;IL4R;S100A1;CCR4;TIAM1;HUWE1;SPRY4;PTGER2;CISH;SLC1A5;HIPK2;IGF2R;TRAF1;TNFRSF18;FLT3LG;UMPS;SELL;GATA1;GADD45B;SLC2A3;SELP;SOCS2;CD83;LRIG1;RORA;IRF8;CYFIP1;IL1RL1;CKAP4;CD81;POU2F1;GUCY1B1
prerank,Hypoxia,0.7156433428350654,1.73814538275641,0.0,0.00017649529757695487,0.003,85/196,12.71%,EGFR;BCL2;VEGFA;IL6;CDKN1A;JUN;CXCR4;CDKN1B;FOS;FOXO3;IGFBP3;CAV1;PLAUR;SERPINE1;HSPA5;PRKCA;PDK1;SLC2A1;VHL;HMOX1;DDIT3;CCN2;HK2;NR3C1;F3;S100A4;CCN1;ETS1;PPARGC1A;PIM1;ANXA2;MIF;NDRG1;ATF3;LDHA;ADM;ACKR3;ENO1;IRS2;LOX;IGFBP1;TNFAIP3;MAP3K1;CDKN1C;DCN;GPC3;TGFB3;DUSP1;TGM2;KLF6;STC2;MYH9;STC1;PGF;FBP1;PGK1;PFKFB3;PDGFB;ANGPTL4;DDIT4;GAPDH;PRDX5;SDC4;ENO2;BTG1;RBPJ;TGFBI;ERRFI1;ZFP36;BGN;SDC2;TPD52;CASP6;KDM3A;HDLBP;FOSL2;CCNG2;CITED2;CCN5;ATP7A;PCK1;HOXB9;EXT1;GPI;BNIP3L
prerank,Hedgehog Signaling,0.7574126034282428,1.7296284183006791,0.001001001001001001,0.0002222533376894988,0.004,21/36,14.58%,VEGFA;CDK6;GLI1;SHH;NF1;PLG;PML;NRP1;PTCH1;L1CAM;RASA1;MYH9;ETS2;NRP2;THY1;AMOT;HEY1;ACHE;DPYSL2;CDK5R1;TLE3
prerank,Apical Junction,0.7065520288099062,1.7278034336846566,0.0,0.00021055579360057777,0.004,77/196,13.07%,EGFR;CDH1;CD274;PTEN;MMP9;SRC;MMP2;PTK2;MAPK14;ITGB1;HRAS;BMP1;CD34;IRS1;NF1;ICAM1;SHC1;AKT2;MDK;CD276;PTPRC;SYK;NF2;IKBKG;FSCN1;CTNND1;TSC1;TJP1;PECAM1;AKT3;TNFRSF11B;ACTA1;AMH;PIK3CB;CD86;VCAM1;RASA1;PLCG1;GRB7;WASL;SLIT2;ITGB4;MYH9;ITGA2;CDK8;VCAN;MSN;VWF;PKD1;LAMC2;STX4;ADAM9;EPB41L2;VCL;TGFBI;THY1;CDH11;FBN1;ACTN1;RSU1;CX3CL1;ITGA3;CLDN4;ACTN4;PIK3R3;PFN1;PCDH1;WNK4;NRTN;VAV2;TRAF1;PARVA;SIRPA;LAMB3;RRAS;VASP;CLDN6
prerank,Interferon Gamma Response,0.7057819921553873,1.7148034115688688,0.0,0.00020002800392054888,0.004,65/195,9.59%,NFKB1;STAT3;IL6;HIF1A;CD274;CASP3;CDKN1A;TNFSF10;PTGS2;CASP8;JAK2;FAS;STAT1;CCL2;NFKBIA;CD40;CASP7;ICAM1;PTPN1;MYD88;CCL5;IDO1;CXCL10;NCOA3;PML;RIPK1;IL15;SOD2;SOCS3;KLRK1;IL7;PIM1;HLA-A;NAMPT;IRF1;LATS2;CASP1;CD38;TXNIP;CXCL9;CD86;TNFAIP3;VCAM1;SOCS1;CXCL11;ISG15;EIF2AK2;HLA-B;CD69;IRF4;HLA-G;CD74;TRIM21;BTG1;ADAR;STAT2;TRIM25;PTPN6;B2M;IL2RB;IL4R;PLA2G4A;IRF7;XAF1;RIPK2
prerank,Complement,0.7041721149455868,1.7053815602147124,0.0,0.0003333800065342481,0.007,74/197,9.40%,IL6;CASP3;SRC;ZEB1;PIK3CA;FN1;CASP9;JAK2;PLAUR;RAF1;SERPINE1;MMP14;HNF4A;HSPA5;GRB2;F2;CASP7;PRKCD;GATA3;CEBPB;PLG;CCL5;TIMP1;MMP13;LGALS3;F3;CXCL1;CD40LG;GZMB;CTSD;PIM1;CTSB;LYN;PLAT;TIMP2;ITGAM;IRF1;ANXA5;S100A9;CASP1;SIRT6;CALM1;CLU;FYN;TNFAIP3;DPP4;HSPA1A;LRP1;LCK;PSEN1;PIK3CG;F10;CA2;DUSP6;CTSS;RHOG;PDGFB;PCSK9;USP8;KCNIP3;SERPINC1;STX4;ADAM9;SERPINA1;C3;CBLB;LGMN;SERPINB2;ANG;NOTCH4;PLA2G4A;IRF7;F7;CTSL
prerank,Coagulation,0.7066375758864248,1.6868746528134917,0.0,0.0005000700098013722,0.01,63/135,13.70%,MMP9;MMP2;FN1;RAC1;CASP9;PLAU;SERPINE1;MMP14;HNF4A;BMP1;MMP1;MMP7;F2;PLG;TIMP1;F3;THBS1;MMP3;CTSB;PLAT;MST1;PECAM1;ANXA1;SPARC;CLU;FYN;ITGB3;DPP4;TIMP3;APOA1;LRP1;F10;FURIN;MMP11;DUSP6;ITGA2;CD9;VWF;PDGFB;SIRT2;SERPINC1;MMP10;TF;ADAM9;CAPN2;SERPINA1;C3;FBN1;LGMN;HPN;SERPINB2;S100A1;ANG;CTSK;THBD;RGN;PROC;GSN;RAPGEF3;A2M;APOC3;PROS1;COMP
prerank,KRAS Signaling Up,0.6803407092036152,1.6646748895703136,0.0,0.0006087808814973226,0.013,80/195,13.34%,EREG;MMP9;IL1B;CXCR4;PTGS2;ABCB1;PLAU;SPP1;IGF2;IGFBP3;MYCN;HDAC9;PLAUR;CSF2;KLF4;BMP2;SOX9;EPHB2;CXCL10;AKT2;CBL;ETS1;HBEGF;ADAM17;NGF;BIRC3;IL33;NRP1;PLAT;LIF;CCND2;NR1H4;PECAM1;ETV4;F2RL1;PDCD1LG2;CCL20;FLT4;IKZF1;TNFAIP3;MAP3K1;PRDM1;ID2;RETN;NR0B2;SATB1;MMP11;ETV1;CA2;TNFRSF1B;DUSP6;ITGA2;BTC;CTSS;ARG1;ANGPTL4;MMP10;ST6GAL1;IL7R;GPRC5B;USH1C;ANO1;SPRY2;ENG;GPNMB;TRIB2;TLR8;WNT7A;TRIB1;ITGB2;ATG10;TRAF1;IL2RG;GNG11;SERPINA3;IL1RL2;SLPI;TFPI;FGF9;ACE
prerank,UV Response Up,0.68867871050808,1.6575123335703077,0.0,0.0006250875122517153,0.014,50/158,9.43%,IL6;CASP3;CDK2;ABCB1;RET;FOS;BCL2L11;JUNB;NFKBIA;NR4A1;MMP14;BMP2;BAK1;EPCAM;HMOX1;PRKCD;ICAM1;BID;GGH;CCNE1;BSG;SOD2;IGFBP2;CDKN2B;SQSTM1;IL6ST;H2AX;LYN;ATF3;NTRK3;IRF1;TFRC;CYP1A1;FOSB;CCND3;BTG2;CDKN1C;RHOB;FURIN;CA2;GLS;CXCL2;CCK;ENO2;BTG1;AGO2;TYRO3;NAT1;STIP1;FEN1
prerank,Apical Surface,0.7104694967210207,1.6286022534560836,0.002002002002002002,0.001080151221170964,0.025,17/42,12.14%,BRCA1;APP;PLAUR;GATA3;HSPB1;LYN;ADAM10;SLC2A4;PCSK9;EPHB4;GHRL;THY1;IL2RB;CX3CL1;SLC22A12;SULF2;IL2RG
prerank,Estrogen Response Late,0.6643631171846975,1.619864951406521,0.0,0.0012694084864188677,0.031,71/194,12.70%,BCL2;CDH1;CCND1;PGR;CD44;JAK2;RET;FOS;CXCL12;CAV1;GPER1;KLF4;MYB;TOP2A;MAPT;AREG;MDK;METTL3;FGFR3;JAK1;PRLR;KRT19;IL6ST;CDC20;PDCD4;XBP1;TFF1;S100A9;FOXC1;BAG1;CDC6;ID2;SLC7A5;SGK1;RBBP8;SFN;IL17RB;NCOR2;AGR2;CA2;IGFBP4;AFF1;TFF3;IDH2;CD9;LAMC2;TFAP2C;ASCL1;NRIP1;SERPINA1;RPS6KA2;PTPN6;ZFP36;TOB1;FABP5;CCNA1;CXCL14;PLK4;SLC16A1;TIAM1;PLXNB1;CISH;RAB31;TNNC1;CCN5;TRIM29;XRCC3;ALDH3A2;PTGES;LTF;SERPINA3
prerank,Estrogen Response Early,0.6608758507165422,1.6069568851660574,0.0,0.001407604472033492,0.036,56/196,11.12%,MYC;BCL2;CCND1;PGR;AR;CD44;IGF1R;JAK2;MUC1;RET;FOS;CXCL12;KLF4;MYB;FASN;SLC2A1;MAPT;AREG;RARA;KRT19;IL6ST;PMAIP1;XBP1;TFF1;HES1;GJA1;GAB2;FOXC1;BAG1;KRT18;SLC7A5;RBBP8;SFN;IL17RB;NCOR2;TGM2;IGFBP4;KRT8;AFF1;STC2;TFF3;DLC1;TFAP2C;NRIP1;RPS6KA2;ELF3;WWC1;GREB1;TOB1;SLC16A1;TIAM1;CISH;MYBBP1A;MYBL1;RAB31;CCN5
prerank,Androgen Response,0.6636080798987605,1.5829222997364596,0.0,0.0017859643207191864,0.048,54/97,22.28%,AKT1;CCND1;PTK2B;CDK6;KLK3;KRT19;NDRG1;ITGAV;CCND3;TMPRSS2;SCD;XRCC6;SRF;SGK1;BMPR1B;XRCC5;KRT8;UBE2I;LIFR;HMGCR;RPS6KA3;INPP4B;PA2G4;NKX3-1;MERTK;B2M;ACTN1;CAMKK2;SPDEF;TPD52;GSR;ABCC4;KLK2;MAF;PMEPA1;H1-0;INSIG1;TNFAIP8;AZGP1;NCOA4;LMAN1;ALDH1A3;PIAS1;SORD;IQGAP2;SAT1;ADRM1;STEAP4;ADAMTS1;STK39;PDLIM5;AKAP12;FKBP5;FADS1
prerank,Cholesterol Homeostasis,0.6577790911174393,1.5603980364611092,0.0,0.0023451559080340215,0.065,23/74,9.51%,CTNNB1;PPARG;PLAUR;FASN;LGALS3;JAG1;ATF3;ANXA5;CLU;SCD;LPL;LDLR;TRIB3;SREBF2;CD9;ALCAM;CXCL16;HMGCR;LGMN;ERRFI1;TNFRSF12A;FABP5;TP53INP1
prerank,Pancreas Beta Cells,0.6595074888474198,1.522716512538135,0.016,0.003867208075797278,0.109,16/40,12.86%,INS;FOXO1;VDR;GCG;SST;AKT3;DPP4;CHGA;HNF1A;FOXA2;PDX1;PAX6;SRP14;LMO2;SRP9;INSM1
prerank,Myc Targets V2,0.6439393510075705,1.5078395276535934,0.011,0.004710336866516151,0.134,15/55,10.92%,MYC;CDK4;PLK1;HK2;NPM1;MCM4;HSPD1;NOLC1;PA2G4;PLK4;CBX3;TCOF1;NOP56;MYBBP1A;MCM5
prerank,Glycolysis,0.6131815892554776,1.4906804889910399,0.0,0.005625787610265437,0.162,46/187,9.66%,EGFR;VEGFA;CD44;CXCR4;CDK1;MET;AURKA;IGFBP3;TGFA;HSPA5;PKM;IDH1;SOX9;HK2;SDC1;TXN;SOD1;MIF;LDHA;STMN1;NT5E;ENO1;IRS2;DCN;GPC3;STC2;TFF3;STC1;VCAN;G6PD;PGK1;BIK;SLC16A3;ANGPTL4;DDIT4;HMMR;ENO2;TGFBI;ELF3;CYB5A;MERTK;SDC2;ANG;CASP6;CENPA;HDLBP
prerank,Reactive Oxygen Species Pathway,0.636861314981576,1.4720494697342414,0.014,0.006667600130684962,0.192,20/49,12.53%,JUNB;PTPA;SOD2;TXN;CAT;SOD1;NQO1;GPX4;ABCC1;PRNP;G6PD;MPO;PRDX1;LAMTOR5;GSR;PRDX6;TXNRD1;CDKN2D;GPX3;ERCC2
prerank,Unfolded Protein Response,0.6126611026238801,1.4603541431921314,0.001,0.00747163426409109,0.219,31/111,10.83%,VEGFA;CCL2;HSPA5;EIF2AK3;CEBPB;EIF4E;SHC1;NPM1;EIF4EBP1;ATF4;FUS;H2AX;XBP1;ERN1;ATF3;YWHAZ;CALR;BAG3;IGFBP1;SLC7A5;NOLC1;HSP90B1;ATF6;STC2;DDIT4;EIF4G1;EIF4A3;HSPA9;DKC1;NOP56;BANF1
prerank,mTORC1 Signaling,0.5959105796486511,1.4486016648159523,0.0,0.008286874448137025,0.246,84/197,18.67%,CDKN1A;GSK3B;CXCR4;PLK1;AURKA;HSPA4;HSPA5;IDH1;PDK1;SLC2A1;DDIT3;HK2;SQSTM1;XBP1;SLC7A11;LDHA;TBK1;NAMPT;IGFBP5;RPA1;COPS5;TFRC;CDC25A;CALR;UFM1;ENO1;BTG2;BUB1;SCD;MCM4;LDLR;HSPD1;TRIB3;SLC7A5;MCM2;RRM2;ACACA;HSP90B1;ACTR2;STC1;G6PD;PGK1;CD9;PRDX1;ACLY;DDIT4;GAPDH;HMGCR;ACTR3;LGMN;PHGDH;HSPA9;STIP1;PPA1;BCAT1;GSR;TXNRD1;MAP2K3;PIK3R3;SLC1A5;ITGB2;NFKBIB;MTHFD2;PSME3;GPI;EGLN3;SLC2A3;GMPS;NUPR1;SQLE;PLOD2;INSIG1;HSPE1;PPIA;UCHL5;CACYBP;PSMC2;FADS2;EIF2S2;HPRT1;PSMC6;SORD;RAB1A;ERO1A
prerank,Myogenesis,0.5970374960796738,1.4418271920294974,0.001,0.008640098502679265,0.26,68/193,19.38%,TGFB1;IGF1;CDKN1A;RB1;NOTCH1;ERBB3;FGF2;APP;ITGB1;IGFBP3;AKT2;SPHK1;PDLIM7;HBEGF;TSC2;NQO1;KLF5;ACTA1;SPARC;CLU;COL1A1;NCAM1;PTP4A3;IGFBP7;SCD;BAG1;HSPB2;STC2;ITGB4;WWTR1;MYH9;PRNP;SIRT2;ADAM12;TEAD4;CRYAB;SPDEF;FST;COL3A1;DMD;FOXO4;TNNC1;ACHE;GSN;BDKRB2;SCHIP1;MEF2C;GPX3;GADD45B;TAGLN;CDH13;MYLK;PKIA;RYR1;MYH11;MRAS;AGRN;NOS1;COL6A3;TNNI2;MYOG;AEBP1;BIN1;ACSL1;PC;TPM3;ITGB5;HSPB8
